"field_fvid","crop_code","pixel_count","total_area","buffer_radius","cdl_year"
247856,5,15,7850.3934212029,50,2011
247856,1,15,7850.3934212029,50,2012
247856,42,14,7792.41607859731,50,2013
247856,1,15,7850.3934212029,50,2014
247856,1,15,7850.3934212029,50,2015
247856,1,15,7850.3934212029,50,2016
247856,43,15,7850.3934212029,50,2017
247856,1,15,7850.3934212029,50,2018
247856,1,15,7850.3934212029,50,2019
247856,1,15,7850.3934212029,50,2020
247856,1,15,7850.3934212029,50,2021
247856,43,15,7850.3934212029,50,2022
247856,42,15,7850.3934212029,50,2023
247856,1,15,7850.3934212029,50,2024
247923,12,16,7850.39341114461,50,2010
247923,12,16,7850.39341114461,50,2011
247923,42,16,7850.39341114461,50,2012
247923,12,16,7850.39341114461,50,2013
247923,43,16,7850.39341114461,50,2014
247923,1,16,7850.39341114461,50,2015
247923,42,16,7850.39341114461,50,2016
247923,1,16,7850.39341114461,50,2017
247923,1,16,7850.39341114461,50,2018
247923,42,16,7850.39341114461,50,2019
247923,43,16,7850.39341114461,50,2020
247923,42,10,5721.18800505996,50,2021
247923,12,10,5721.18800505996,50,2022
247923,43,16,7850.39341114461,50,2023
247923,42,14,6852.34744660556,50,2024
247924,42,15,7092.77836055189,50,2010
247924,43,16,7850.39340228468,50,2011
247924,43,16,7850.39340228468,50,2012
247924,12,16,7850.39340228468,50,2013
247924,43,16,7850.39340228468,50,2014
247924,1,16,7850.39340228468,50,2015
247924,42,16,7850.39340228468,50,2016
247924,43,16,7850.39340228468,50,2017
247924,1,16,7850.39340228468,50,2018
247924,42,16,7850.39340228468,50,2019
247924,43,16,7850.39340228468,50,2020
247924,42,15,7092.77836055189,50,2021
247924,12,16,7850.39340228468,50,2022
247924,43,16,7850.39340228468,50,2023
247924,1,16,7850.39340228468,50,2024
247926,53,11,5142.95312741306,50,2010
247926,12,16,7575.01122270478,50,2011
247926,43,17,7850.39340768708,50,2012
247926,42,17,7850.39340768708,50,2013
247926,12,17,7850.39340768708,50,2014
247926,42,17,7850.39340768708,50,2015
247926,43,13,5801.98944424046,50,2016
247926,53,17,7850.39340768708,50,2017
247926,1,17,7850.39340768708,50,2018
247926,43,17,7850.39340768708,50,2019
247926,42,17,7850.39340768708,50,2020
247926,12,17,7850.39340768708,50,2021
247926,42,16,7849.1517883027,50,2022
247926,43,17,7850.39340768708,50,2023
247926,42,9,4447.65341856983,50,2024
247948,42,9,5531.4581353683,50,2010
247948,43,8,4161.64645445533,50,2011
247948,1,15,7850.39336127229,50,2012
247948,1,12,6750.79456418753,50,2013
247948,43,15,7850.39336127229,50,2014
247948,1,13,6990.63097578473,50,2015
247948,12,9,4479.42673307844,50,2016
247948,43,15,7850.39336127229,50,2017
247948,1,15,7850.39336127229,50,2018
247948,42,14,7727.44462830015,50,2019
247948,43,15,7850.39336127229,50,2020
247948,229,15,7850.39336127229,50,2021
247948,43,15,7850.39336127229,50,2022
247948,43,15,7850.39336127229,50,2023
247948,1,12,6676.94050222635,50,2024
247952,141,7,3495.78554145992,50,2010
247952,141,7,3761.86680793762,50,2011
247952,1,7,2736.34992353618,50,2012
247952,141,5,1779.0905546397,50,2013
247952,43,13,7276.97329334915,50,2014
247952,1,7,3204.76267486811,50,2015
247952,42,14,7167.7452262491,50,2016
247952,43,12,5846.76140360534,50,2017
247952,1,16,7850.39349161088,50,2018
247952,42,12,5886.24242059886,50,2019
247952,43,13,6482.59500972927,50,2020
247952,1,15,6950.39349161088,50,2021
247952,42,11,5086.70985661447,50,2022
247952,43,10,4179.47040013969,50,2023
247952,1,16,7850.39349161088,50,2024
247971,12,15,7850.39339312352,50,2010
247971,43,15,7850.39339312352,50,2011
247971,42,15,7850.39339312352,50,2012
247971,53,15,7850.39339312352,50,2013
247971,43,15,7850.39339312352,50,2014
247971,1,15,7850.39339312352,50,2015
247971,42,15,7850.39339312352,50,2016
247971,43,15,7850.39339312352,50,2017
247971,1,15,7850.39339312352,50,2018
247971,42,5,2710.038628662,50,2019
247971,43,14,7189.44822200574,50,2020
247971,1,14,7189.44822200574,50,2021
247971,42,15,7850.39339312352,50,2022
247971,43,15,7850.39339312352,50,2023
247971,1,15,7850.39339312352,50,2024
251206,176,13,6971.93719223142,50,2010
251206,176,16,7850.39344467223,50,2011
251206,1,16,7850.39344467223,50,2012
251206,1,16,7850.39344467223,50,2013
251206,5,10,5038.93696144223,50,2014
251206,1,16,7850.39344467223,50,2015
251206,12,16,7850.39344467223,50,2016
251206,42,16,7850.39344467223,50,2017
251206,1,16,7850.39344467223,50,2018
251206,61,14,7744.07049827278,50,2019
251206,61,14,7744.07049827278,50,2020
251206,46,9,4540.13181142509,50,2021
251206,1,9,4540.13181142509,50,2022
251206,43,13,6490.98526462913,50,2023
251206,43,16,7850.39344467223,50,2024
251208,1,16,7850.39345473051,50,2010
251208,5,16,7850.39345473051,50,2011
251208,1,15,7774.40769374371,50,2012
251208,1,16,7850.39345473051,50,2013
251208,43,16,7850.39345473051,50,2014
251208,42,16,7850.39345473051,50,2015
251208,12,16,7850.39345473051,50,2016
251208,43,16,7850.39345473051,50,2017
251208,1,16,7850.39345473051,50,2018
251208,42,13,7619.91795301437,50,2019
251208,1,13,7619.91795301437,50,2020
251208,1,16,7850.39345473051,50,2021
251208,53,7,2748.89170825481,50,2022
251208,1,8,4655.14310002327,50,2023
251208,176,11,5573.75150173903,50,2024
251210,53,15,7483.09120363556,50,2010
251210,43,14,7230.65451211296,50,2011
251210,1,16,7850.39346939884,50,2012
251210,42,9,3730.90102672577,50,2013
251210,43,16,7850.39346939884,50,2014
251210,5,14,7318.58946061693,50,2015
251210,1,16,7850.39346939884,50,2016
251210,43,8,4566.07195436954,50,2017
251210,1,16,7850.39346939884,50,2018
251210,42,9,5045.12650072575,50,2019
251210,1,16,7850.39346939884,50,2020
251210,1,10,4793.71436065994,50,2021
251210,42,14,7008.99223960005,50,2022
251210,1,14,6050.39346939884,50,2023
251210,43,16,7850.39346939884,50,2024
251212,1,7,3228.13242673874,50,2010
251212,1,16,7850.39337426424,50,2011
251212,1,16,7850.39337426424,50,2012
251212,1,16,7850.39337426424,50,2013
251212,42,16,7850.39337426424,50,2014
251212,43,16,7850.39337426424,50,2015
251212,12,16,7850.39337426424,50,2016
251212,1,16,7850.39337426424,50,2017
251212,43,16,7850.39337426424,50,2018
251212,61,15,7589.05933946371,50,2019
251212,61,14,6709.78557318449,50,2020
251212,36,11,5969.5373184979,50,2021
251212,1,15,7268.88761669397,50,2022
251212,28,10,5710.39250269532,50,2023
251212,1,12,4284.20111685991,50,2024
257344,12,17,7850.39341762749,50,2010
257344,42,17,7850.39341762749,50,2011
257344,5,17,7850.39341762749,50,2012
257344,1,17,7850.39341762749,50,2013
257344,1,17,7850.39341762749,50,2014
257344,42,14,7381.1824442455,50,2015
257344,1,17,7850.39341762749,50,2016
257344,43,12,4064.71014931885,50,2017
257344,1,17,7850.39341762749,50,2018
257344,42,9,4354.24124188721,50,2019
257344,1,10,4338.79738390533,50,2020
257344,43,8,3856.30137562839,50,2021
257344,5,6,2862.98064529983,50,2022
257344,12,12,5616.24664418487,50,2023
257344,36,16,7835.50211839465,50,2024
257345,176,8,5587.38661855459,50,2010
257345,43,15,7850.3934119828,50,2011
257345,1,15,7850.3934119828,50,2012
257345,42,6,4573.55555891991,50,2013
257345,46,14,7592.67995702103,50,2014
257345,5,13,6896.8620990403,50,2015
257345,43,15,7850.3934119828,50,2016
257345,1,15,7850.3934119828,50,2017
257345,43,15,7850.3934119828,50,2018
257345,42,15,7850.3934119828,50,2019
257345,1,15,7850.3934119828,50,2020
257345,43,15,7850.3934119828,50,2021
257345,1,15,7850.3934119828,50,2022
257345,1,15,7850.3934119828,50,2023
257345,5,15,7850.3934119828,50,2024
259760,12,16,7850.39343009773,50,2010
259760,12,16,7850.39343009773,50,2011
259760,42,15,7850.39340443909,50,2012
259760,12,16,7850.39343009773,50,2013
259760,43,16,7850.39343009773,50,2014
259760,12,16,7850.39343009773,50,2015
259760,42,16,7850.39343009773,50,2016
259760,1,16,7850.39343009773,50,2017
259760,43,16,7850.39343009773,50,2018
259760,12,16,7850.39343009773,50,2019
259760,42,11,4828.65462000552,50,2020
259760,43,16,7850.39343009773,50,2021
259760,12,16,7850.39343009773,50,2022
259760,12,16,7850.39343009773,50,2023
259760,12,16,7850.39343009773,50,2024
259761,12,15,7850.39338096976,50,2010
259761,43,15,7850.39338096976,50,2011
259761,42,15,7850.39338096976,50,2012
259761,12,15,7850.39338096976,50,2013
259761,43,15,7850.39338096976,50,2014
259761,12,10,6748.77927303314,50,2015
259761,12,13,7552.48327553272,50,2016
259761,1,15,7850.39338096976,50,2017
259761,42,15,7850.39338096976,50,2018
259761,42,15,7850.39338096976,50,2019
259761,43,8,3333.89312848449,50,2020
259761,43,15,7850.39338096976,50,2021
259761,42,15,7850.39338096976,50,2022
259761,12,15,7850.39338096976,50,2023
259761,43,15,7850.39338096976,50,2024
259762,43,16,7850.39350166917,50,2010
259762,42,16,7850.39350166917,50,2011
259762,12,16,7850.39350166917,50,2012
259762,12,16,7850.39350166917,50,2013
259762,43,16,7850.39350166917,50,2014
259762,42,16,7850.39350166917,50,2015
259762,12,15,6950.39350166917,50,2016
259762,42,16,7850.39350166917,50,2017
259762,43,12,5519.11531314254,50,2018
259762,12,12,4505.31681552529,50,2019
259762,42,12,4505.31681552529,50,2020
259762,12,8,3172.85121046007,50,2021
259762,12,15,6950.39350166917,50,2022
259762,12,16,7850.39350166917,50,2023
259762,24,8,3011.70339211822,50,2024
259763,42,7,3720.34580335021,50,2010
259763,1,16,7850.39344802499,50,2011
259763,42,16,7850.39344802499,50,2012
259763,12,16,7850.39344802499,50,2013
259763,43,16,7850.39344802499,50,2014
259763,12,9,5079.61855866015,50,2015
259763,12,16,7850.39344802499,50,2016
259763,42,16,7850.39344802499,50,2017
259763,42,13,6609.18334275484,50,2018
259763,43,16,7850.39344802499,50,2019
259763,12,16,7850.39344802499,50,2020
259763,12,16,7850.39344802499,50,2021
259763,43,16,7850.39344802499,50,2022
259763,42,12,6445.3058436513,50,2023
259763,12,16,7850.39344802499,50,2024
259764,43,20,7850.39347506317,50,2010
259764,42,20,7850.39347506317,50,2011
259764,12,20,7850.39347506317,50,2012
259764,12,20,7850.39347506317,50,2013
259764,43,20,7850.39347506317,50,2014
259764,42,20,7850.39347506317,50,2015
259764,12,20,7850.39347506317,50,2016
259764,42,20,7850.39347506317,50,2017
259764,43,20,7850.39347506317,50,2018
259764,42,20,7850.39347506317,50,2019
259764,43,20,7850.39347506317,50,2020
259764,12,20,7850.39347506317,50,2021
259764,43,20,7850.39347506317,50,2022
259764,12,20,7850.39347506317,50,2023
259764,12,20,7850.39347506317,50,2024
259765,43,13,5594.89624223339,50,2010
259765,1,14,7552.96535734087,50,2011
259765,12,15,5661.90690102654,50,2012
259765,12,19,7850.39332735019,50,2013
259765,43,13,4757.6037677251,50,2014
259765,42,19,7850.39332735019,50,2015
259765,1,11,5206.55877236277,50,2016
259765,42,19,7850.39332735019,50,2017
259765,43,7,1487.62518223375,50,2018
259765,42,13,4184.86565353947,50,2019
259765,12,15,5796.85535433369,50,2020
259765,43,14,6528.68546750396,50,2021
259765,42,16,6727.15038042516,50,2022
259765,12,18,6950.72431194263,50,2023
259765,12,16,6208.10781421738,50,2024
259766,43,16,7850.39339605719,50,2010
259766,42,16,7850.39339605719,50,2011
259766,12,15,7353.97873464972,50,2012
259766,12,16,7850.39339605719,50,2013
259766,43,16,7850.39339605719,50,2014
259766,42,16,7850.39339605719,50,2015
259766,12,16,7850.39339605719,50,2016
259766,1,16,7850.39339605719,50,2017
259766,43,16,7850.39339605719,50,2018
259766,42,16,7850.39339605719,50,2019
259766,42,16,7850.39339605719,50,2020
259766,43,16,7850.39339605719,50,2021
259766,42,16,7850.39339605719,50,2022
259766,43,16,7850.39339605719,50,2023
259766,42,16,7850.39339605719,50,2024
259767,43,16,7850.39347484708,50,2010
259767,42,16,7850.39347484708,50,2011
259767,12,16,7850.39347484708,50,2012
259767,12,16,7850.39347484708,50,2013
259767,43,16,7850.39347484708,50,2014
259767,1,16,7850.39347484708,50,2015
259767,12,16,7850.39347484708,50,2016
259767,1,11,5579.48098182678,50,2017
259767,43,16,7850.39347484708,50,2018
259767,206,14,6796.77494242787,50,2019
259767,12,16,7850.39347484708,50,2020
259767,42,16,7850.39347484708,50,2021
259767,43,16,7850.39347484708,50,2022
259767,42,16,7850.39347484708,50,2023
259767,43,16,7850.39347484708,50,2024
259768,43,17,7850.3933908185,50,2010
259768,42,17,7850.3933908185,50,2011
259768,12,16,6954.68428151216,50,2012
259768,12,17,7850.3933908185,50,2013
259768,43,17,7850.3933908185,50,2014
259768,206,8,3022.30593950953,50,2015
259768,42,17,7850.3933908185,50,2016
259768,1,17,7850.3933908185,50,2017
259768,43,17,7850.3933908185,50,2018
259768,12,17,7850.3933908185,50,2019
259768,42,17,7850.3933908185,50,2020
259768,43,17,7850.3933908185,50,2021
259768,12,17,7850.3933908185,50,2022
259768,42,17,7850.3933908185,50,2023
259768,43,17,7850.3933908185,50,2024
259769,42,16,7850.39341952652,50,2010
259769,1,16,7850.39341952652,50,2011
259769,12,9,4613.74446451664,50,2012
259769,42,16,7850.39341952652,50,2013
259769,43,6,2113.50376456976,50,2014
259769,12,14,7410.12724991888,50,2015
259769,42,16,7850.39341952652,50,2016
259769,1,16,7850.39341952652,50,2017
259769,42,16,7850.39341952652,50,2018
259769,43,14,6946.3768651709,50,2019
259769,12,16,7850.39341952652,50,2020
259769,42,14,7813.53192329407,50,2021
259769,43,16,7850.39341952652,50,2022
259769,12,16,7850.39341952652,50,2023
259769,12,10,5158.11507012695,50,2024
259770,43,15,7850.39347149432,50,2010
259770,29,15,7850.39347149432,50,2011
259770,12,15,7850.39347149432,50,2012
259770,12,15,7850.39347149432,50,2013
259770,43,15,7850.39347149432,50,2014
259770,206,11,6004.43081595004,50,2015
259770,1,9,5917.63093471527,50,2016
259770,42,15,7850.39347149432,50,2017
259770,43,15,7850.39347149432,50,2018
259770,12,14,6950.39347149432,50,2019
259770,42,15,7850.39347149432,50,2020
259770,43,15,7850.39347149432,50,2021
259770,42,15,7850.39347149432,50,2022
259770,43,15,7850.39347149432,50,2023
259770,42,15,7850.39347149432,50,2024
259771,42,14,7469.54264882952,50,2010
259771,12,15,7850.39347652346,50,2011
259771,12,15,7850.39347652346,50,2012
259771,42,15,7850.39347652346,50,2013
259771,43,15,7850.39347652346,50,2014
259771,42,15,7850.39347652346,50,2015
259771,12,15,7850.39347652346,50,2016
259771,42,15,7850.39347652346,50,2017
259771,43,15,7850.39347652346,50,2018
259771,12,15,7850.39347652346,50,2019
259771,42,15,7850.39347652346,50,2020
259771,43,15,7850.39347652346,50,2021
259771,42,14,7624.42908827215,50,2022
259771,12,14,7624.42908827215,50,2023
259771,12,12,5829.4870370999,50,2024
260383,1,17,7850.39346793201,50,2010
260383,1,17,7850.39346793201,50,2011
260383,1,17,7850.39346793201,50,2012
260383,1,17,7850.39346793201,50,2013
260383,43,8,3561.61585059017,50,2014
260383,43,17,7850.39346793201,50,2015
260383,42,11,5414.44491574075,50,2016
260383,1,17,7850.39346793201,50,2017
260383,1,17,7850.39346793201,50,2018
260383,1,6,3545.45513391495,50,2019
260383,12,12,5199.8040713137,50,2020
260383,42,8,2544.43707538303,50,2021
260383,1,9,4826.51812937111,50,2022
260383,1,8,3865.03657624125,50,2023
260383,43,17,7850.39346793201,50,2024
261540,42,16,7850.39344289107,50,2010
261540,42,15,7662.16668941779,50,2011
261540,12,16,7850.39344289107,50,2012
261540,12,16,7850.39344289107,50,2013
261540,43,16,7850.39344289107,50,2014
261540,1,16,7850.39344289107,50,2015
261540,12,15,7833.89154755278,50,2016
261540,42,16,7850.39344289107,50,2017
261540,43,16,7850.39344289107,50,2018
261540,12,16,7850.39344289107,50,2019
261540,42,16,7850.39344289107,50,2020
261540,43,16,7850.39344289107,50,2021
261540,12,16,7850.39344289107,50,2022
261540,43,16,7850.39344289107,50,2023
261540,42,12,5705.65992750926,50,2024
274042,1,12,5694.86084395357,50,2010
274042,5,10,4687.21862622806,50,2011
274042,1,12,5694.86084395357,50,2012
274042,1,14,6922.0733922095,50,2013
274042,43,11,5036.91411316395,50,2014
274042,1,13,6022.0733922095,50,2015
274042,1,15,7728.08750086733,50,2016
274042,43,17,7850.39347597667,50,2017
274042,1,7,3061.32515072823,50,2018
274042,43,11,5014.41272088596,50,2019
274042,1,12,5914.41272088596,50,2020
274042,1,17,7850.39347597667,50,2021
274042,43,17,7850.39347597667,50,2022
274042,42,13,7191.64413437247,50,2023
274042,43,9,4182.20351525852,50,2024
274046,1,14,7218.15800853074,50,2010
274046,1,13,6696.90088815987,50,2011
274046,1,13,6696.90088815987,50,2012
274046,1,13,6696.90088815987,50,2013
274046,1,9,5687.22639754415,50,2014
274046,5,4,2734.04793441296,50,2015
274046,1,13,6696.90088815987,50,2016
274046,42,6,3704.5024305582,50,2017
274046,1,13,6696.90088815987,50,2018
274046,1,9,4342.39534623921,50,2019
274046,1,13,6696.90088815987,50,2020
274046,5,5,2843.81611123681,50,2021
274046,1,13,6696.90088815987,50,2022
274046,36,9,3853.75756211579,50,2023
274046,43,9,3853.75756211579,50,2024
274074,43,16,7850.39350166917,50,2010
274074,1,16,7850.39350166917,50,2011
274074,1,16,7850.39350166917,50,2012
274074,1,14,7392.08624437451,50,2013
274074,1,16,7850.39350166917,50,2014
274074,1,16,7850.39350166917,50,2015
274074,43,9,4921.31661102176,50,2016
274074,1,16,7850.39350166917,50,2017
274074,1,16,7850.39350166917,50,2018
274074,43,11,5895.4782217741,50,2019
274074,12,11,5895.4782217741,50,2020
274074,12,11,5895.4782217741,50,2021
274074,5,16,7850.39350166917,50,2022
274074,1,16,7850.39350166917,50,2023
274074,5,16,7850.39350166917,50,2024
276794,42,14,7818.0589992553,50,2010
276794,12,15,7850.39341449738,50,2011
276794,42,11,5970.98377011716,50,2012
276794,42,15,7850.39341449738,50,2013
276794,43,15,7850.39341449738,50,2014
276794,1,15,7850.39341449738,50,2015
276794,42,15,7850.39341449738,50,2016
276794,42,15,7850.39341449738,50,2017
276794,42,15,7850.39341449738,50,2018
276794,43,15,7850.39341449738,50,2019
276794,42,12,5926.51952058077,50,2020
276794,50,10,5148.62494021654,50,2021
276794,42,11,5290.7344892621,50,2022
276794,42,4,2559.65892523527,50,2023
276794,43,15,7850.39341449738,50,2024
278928,1,10,4857.86129807238,50,2010
278928,1,12,5978.45901523833,50,2011
278928,1,8,4058.62373684649,50,2012
278928,1,17,7850.3934847482,50,2013
278928,5,17,7850.3934847482,50,2014
278928,42,17,7850.3934847482,50,2015
278928,53,12,4089.18945065816,50,2016
278928,43,17,7850.3934847482,50,2017
278928,1,17,7850.3934847482,50,2018
278928,42,17,7850.3934847482,50,2019
278928,43,17,7850.3934847482,50,2020
278928,1,17,7850.3934847482,50,2021
278928,42,17,7850.3934847482,50,2022
278928,1,9,5096.28104020958,50,2023
278928,1,16,6950.3934847482,50,2024
278929,176,12,4879.56654578447,50,2010
278929,36,11,5532.84187316895,50,2011
278929,36,11,6213.96899074316,50,2012
278929,36,13,7287.90296316147,50,2013
278929,36,9,4456.55115097761,50,2014
278929,36,12,6390.25971293449,50,2015
278929,36,10,5356.55115097761,50,2016
278929,1,13,7287.90296316147,50,2017
278929,5,10,5309.979352355,50,2018
278929,43,5,3230.34135997295,50,2019
278929,1,14,7682.90287256241,50,2020
278929,53,11,6213.96899074316,50,2021
278929,43,13,6785.25962233543,50,2022
278929,1,13,6785.25962233543,50,2023
278929,42,10,5356.55115097761,50,2024
278930,1,16,7850.39347484708,50,2010
278930,1,16,7850.39347484708,50,2011
278930,176,10,6352.27593183517,50,2012
278930,1,16,7850.39347484708,50,2013
278930,5,16,7850.39347484708,50,2014
278930,43,16,7850.39347484708,50,2015
278930,42,16,7850.39347484708,50,2016
278930,1,16,7850.39347484708,50,2017
278930,42,16,7850.39347484708,50,2018
278930,43,16,7850.39347484708,50,2019
278930,1,16,7850.39347484708,50,2020
278930,53,16,7850.39347484708,50,2021
278930,43,16,7850.39347484708,50,2022
278930,1,16,7850.39347484708,50,2023
278930,42,16,7850.39347484708,50,2024
281379,49,13,6827.40328498185,50,2010
281379,1,16,7850.39338767529,50,2011
281379,43,10,5835.0895062089,50,2012
281379,1,9,4122.61464335024,50,2013
281379,57,8,4473.165243119,50,2014
281379,1,11,6656.5303299576,50,2015
281379,1,7,3319.62587870657,50,2016
281379,43,13,6841.80090688169,50,2017
281379,1,16,7850.39338767529,50,2018
281379,43,16,7850.39338767529,50,2019
281379,1,16,7850.39338767529,50,2020
281379,43,16,7850.39338767529,50,2021
281379,49,14,7727.40328498185,50,2022
281379,206,14,7727.40328498185,50,2023
281379,195,8,3347.56644330919,50,2024
281626,1,16,7850.39344802499,50,2010
281626,42,14,7657.73768350482,50,2011
281626,43,14,7345.94917818904,50,2012
281626,1,16,7850.39344802499,50,2013
281626,43,16,7850.39344802499,50,2014
281626,12,16,7850.39344802499,50,2015
281626,1,16,7850.39344802499,50,2016
281626,43,16,7850.39344802499,50,2017
281626,206,10,4975.27729198337,50,2018
281626,42,16,7850.39344802499,50,2019
281626,43,16,7850.39344802499,50,2020
281626,42,16,7850.39344802499,50,2021
281626,12,16,7850.39344802499,50,2022
281626,43,16,7850.39344802499,50,2023
281626,229,16,7850.39344802499,50,2024
282276,176,13,7354.34681377374,50,2010
282276,176,12,6293.78062239848,50,2011
282276,1,16,7457.87528101355,50,2012
282276,1,16,7673.34741745144,50,2013
282276,1,15,6050.39342287928,50,2014
282276,46,17,7850.39342287928,50,2015
282276,53,7,2876.02364919148,50,2016
282276,46,16,6950.39342287928,50,2017
282276,1,17,7850.39342287928,50,2018
282276,43,8,3014.4733433146,50,2019
282276,42,8,3014.4733433146,50,2020
282276,1,7,3477.36735865474,50,2021
282276,43,12,5175.11342433281,50,2022
282276,1,14,6925.33495095558,50,2023
282276,53,11,3010.96866969019,50,2024
282657,42,14,7809.53016467392,50,2010
282657,206,7,4227.20026262105,50,2011
282657,43,15,7850.3934379667,50,2012
282657,1,15,7850.3934379667,50,2013
282657,5,15,7850.3934379667,50,2014
282657,43,15,7850.3934379667,50,2015
282657,5,15,7850.3934379667,50,2016
282657,43,15,7850.3934379667,50,2017
282657,1,15,7850.3934379667,50,2018
282657,5,15,7850.3934379667,50,2019
282657,43,15,7850.3934379667,50,2020
282657,1,15,7850.3934379667,50,2021
282657,50,15,7850.3934379667,50,2022
282657,43,15,7850.3934379667,50,2023
282657,1,15,7850.3934379667,50,2024
354740,1,12,6675.00535547733,50,2010
354740,5,8,4645.532771945,50,2011
354740,1,10,4018.23667624849,50,2012
354740,1,16,7850.39346704143,50,2013
354740,5,16,7850.39346704143,50,2014
354740,43,16,7850.39346704143,50,2015
354740,1,16,7850.39346704143,50,2016
354740,206,14,7037.01748588937,50,2017
354740,42,14,7357.09603374708,50,2018
354740,43,16,7850.39346704143,50,2019
354740,42,16,7850.39346704143,50,2020
354740,1,16,7850.39346704143,50,2021
354740,43,16,7850.39346704143,50,2022
354740,42,11,6571.03091776371,50,2023
354740,24,15,6950.39346704143,50,2024
354743,141,7,2838.32715321332,50,2010
354743,1,16,7850.39345473051,50,2011
354743,5,12,7055.68606574088,50,2012
354743,43,8,2838.93229812384,50,2013
354743,43,6,3239.61532395333,50,2014
354743,43,16,7850.39345473051,50,2015
354743,1,15,7521.94322794676,50,2016
354743,5,15,7521.94322794676,50,2017
354743,43,11,5048.71422182769,50,2018
354743,42,9,5423.59975297004,50,2019
354743,1,15,7663.26794922352,50,2020
354743,5,16,7850.39345473051,50,2021
354743,43,16,7850.39345473051,50,2022
354743,1,16,7850.39345473051,50,2023
354743,42,16,7850.39345473051,50,2024
354744,1,17,7850.39347103593,50,2010
354744,5,17,7850.39347103593,50,2011
354744,43,16,7553.77682736871,50,2012
354744,1,17,7850.39347103593,50,2013
354744,5,15,6990.20228079316,50,2014
354744,43,17,7850.39347103593,50,2015
354744,1,17,7850.39347103593,50,2016
354744,1,17,7850.39347103593,50,2017
354744,5,17,7850.39347103593,50,2018
354744,43,17,7850.39347103593,50,2019
354744,1,16,6950.39347103593,50,2020
354744,42,17,7850.39347103593,50,2021
354744,43,17,7850.39347103593,50,2022
354744,1,17,7850.39347103593,50,2023
354744,42,17,7850.39347103593,50,2024
354745,43,14,7606.96783443509,50,2010
354745,5,17,7850.39346539943,50,2011
354745,43,17,7850.39346539943,50,2012
354745,1,17,7850.39346539943,50,2013
354745,5,17,7850.39346539943,50,2014
354745,43,17,7850.39346539943,50,2015
354745,1,17,7850.39346539943,50,2016
354745,1,17,7850.39346539943,50,2017
354745,5,17,7850.39346539943,50,2018
354745,43,17,7850.39346539943,50,2019
354745,1,17,7850.39346539943,50,2020
354745,42,17,7850.39346539943,50,2021
354745,43,17,7850.39346539943,50,2022
354745,1,17,7850.39346539943,50,2023
354745,42,17,7850.39346539943,50,2024
354746,1,16,7850.39345808327,50,2010
354746,5,16,7850.39345808327,50,2011
354746,43,16,7850.39345808327,50,2012
354746,1,16,7850.39345808327,50,2013
354746,5,13,6743.50544326007,50,2014
354746,43,16,7850.39345808327,50,2015
354746,1,16,7850.39345808327,50,2016
354746,1,16,7850.39345808327,50,2017
354746,42,16,7850.39345808327,50,2018
354746,43,16,7850.39345808327,50,2019
354746,1,16,7850.39345808327,50,2020
354746,42,16,7850.39345808327,50,2021
354746,43,16,7850.39345808327,50,2022
354746,1,16,7850.39345808327,50,2023
354746,42,16,7850.39345808327,50,2024
354747,5,15,7850.39345473051,50,2010
354747,1,15,7850.39345473051,50,2011
354747,42,15,7850.39345473051,50,2012
354747,1,15,7850.39345473051,50,2013
354747,5,13,6050.39345473051,50,2014
354747,43,15,7850.39345473051,50,2015
354747,1,15,7850.39345473051,50,2016
354747,42,11,5534.35600697994,50,2017
354747,42,13,7333.87095630169,50,2018
354747,43,15,7850.39345473051,50,2019
354747,1,15,7850.39345473051,50,2020
354747,53,15,7850.39345473051,50,2021
354747,43,15,7850.39345473051,50,2022
354747,1,15,7850.39345473051,50,2023
354747,5,15,7850.39345473051,50,2024
354752,5,19,7850.39345708792,50,2010
354752,36,6,2388.42543233768,50,2011
354752,1,19,7850.39345708792,50,2012
354752,5,19,7850.39345708792,50,2013
354752,50,19,7850.39345708792,50,2014
354752,43,19,7850.39345708792,50,2015
354752,43,13,4597.09521364421,50,2016
354752,27,18,7849.95267831255,50,2017
354752,5,19,7850.39345708792,50,2018
354752,61,18,7264.53726378386,50,2019
354752,61,17,7256.47633050685,50,2020
354752,24,14,5329.56297074561,50,2021
354752,1,17,7256.47633050685,50,2022
354752,5,6,3706.36989846826,50,2023
354752,43,19,7850.39345708792,50,2024
354754,42,16,7850.39346311241,50,2010
354754,1,16,7850.39346311241,50,2011
354754,43,15,7301.92200634629,50,2012
354754,53,7,3306.30822982639,50,2013
354754,1,16,7850.39346311241,50,2014
354754,43,16,7850.39346311241,50,2015
354754,1,16,7850.39346311241,50,2016
354754,5,16,7850.39346311241,50,2017
354754,43,16,7850.39346311241,50,2018
354754,243,5,3393.90628784895,50,2019
354754,42,12,6410.10987684131,50,2020
354754,43,16,7850.39346311241,50,2021
354754,12,16,7850.39346311241,50,2022
354754,50,15,6950.39346311241,50,2023
354754,43,16,7850.39346311241,50,2024
354755,5,10,4712.86598816514,50,2010
354755,43,9,3788.1369329989,50,2011
354755,1,8,5443.94233524799,50,2012
354755,5,11,5256.1521448195,50,2013
354755,27,4,2911.30136847496,50,2014
354755,43,10,4712.86598816514,50,2015
354755,24,11,5256.1521448195,50,2016
354755,42,11,5256.1521448195,50,2017
354755,1,13,6287.60919347405,50,2018
