grower,farm,field,field_fvid,lat,lng,year,tmin,tmax,gdd,cpba_count,cpba_value,cpbl_count,cpbl_value,cum_gdd
Heartland Farms,Monday,C-27,63573,44.06628182,-89.65046509,2018,48.587367668382285,89.15131434259803,16.724752325248506,1.9230769230769231,1.9230769230769231,4.615384615384615,4.615384615384615,2146.567580399308
Heartland Farms,Monday,C-29,63575,44.04943855,-89.81718668,2018,50.50406203831517,88.8776908799359,16.84339691581345,3.090909090909091,3.090909090909091,6.222222222222222,6.222222222222222,1808.3739614232427
Heartland Farms,Monday,C-3,63576,44.05136349,-89.63347283,2018,48.531437328049904,89.20311297801524,16.749581305852175,4.533333333333333,4.533333333333333,7.230769230769231,7.230769230769231,2147.4950700206064
Heartland Farms,Monday,C-5,63578,44.04554243,-89.62329264,2018,50.42622540740442,94.39976388187624,18.43076679828055,3.076923076923077,3.076923076923077,7.818181818181818,7.818181818181818,1930.414045400928
Heartland Farms,Monday,C-7,63580,44.01630183,-89.62322851,2018,49.23656177215496,94.50817985066644,17.757644247204713,3.4615384615384617,3.4615384615384617,5.916666666666667,5.916666666666667,2043.7101962443203
Heartland Farms,Monday,C-8,63581,44.01411628,-89.61388406,2018,49.288972924942485,94.55270778954784,17.761579582960398,1.9230769230769231,1.9230769230769231,4.333333333333333,4.333333333333333,2042.567401426778
Heartland Farms,Monday,C-9,63582,44.00729062,-89.6158084,2018,49.1838862751743,94.58724090352298,17.767476677027133,3.3076923076923075,3.3076923076923075,6.454545454545454,6.454545454545454,2042.4276935107744
Heartland Farms,Monday,H-17,63593,44.13738992,-89.64322741,2018,48.38331715551,89.08407161990536,16.804962624551713,4.142857142857143,4.142857142857143,6.384615384615385,6.384615384615385,2139.536073174563
Heartland Farms,Monday,H-19,63595,44.14478407,-89.65321341,2018,50.2211262477721,89.03393982410873,16.848291132271985,2.4545454545454546,2.4545454545454546,6.5,6.5,1907.6607254071232
Heartland Farms,Monday,H-02,63596,44.11561854,-89.61307155,2018,48.10814972828456,92.5169364978424,17.453410602596577,7.233333333333333,7.233333333333333,9.666666666666666,9.666666666666666,2139.984558185471
Heartland Farms,Monday,H-20,63597,44.14561131,-89.66257466,2018,48.71256397151572,88.95990261918169,16.216128625395477,4.833333333333333,4.833333333333333,6.363636363636363,6.363636363636363,1906.5163780132289
Heartland Farms,Monday,H-38,63598,44.14335999,-89.45130772,2018,54.586064566219505,92.2100000000001,19.316625920509328,4.615384615384615,4.615384615384615,6.615384615384615,6.615384615384615,2103.0680454561975
Heartland Farms,Monday,H-39,63599,44.17418692,-89.54002892,2018,54.88224466837618,92.10551699954746,20.122201608059296,2.727272727272727,2.727272727272727,4.833333333333333,4.833333333333333,1996.163556894263
Heartland Farms,Monday,H-40,63601,44.17427232,-89.54527316,2018,54.84996930533073,92.10514807220082,20.128229014803082,2.727272727272727,2.727272727272727,4.25,4.25,1996.1866401156717
Heartland Farms,Monday,H-44,63605,44.12472252,-89.53871706,2018,45.63633277947858,92.15859068261916,18.85863703904912,5.461538461538462,5.461538461538462,9.333333333333334,9.333333333333334,2106.4005645469992
Heartland Farms,Monday,H-46,63607,44.106165,-89.53774232,2018,49.47968364097963,94.83031246745892,18.027624953814755,3.1666666666666665,3.1666666666666665,5.583333333333333,5.583333333333333,2019.8182891535175
Heartland Farms,Monday,H-49,63609,44.09030211,-89.54024358,2018,49.61739162854991,94.89949289159408,18.030221677058925,5.230769230769231,5.230769230769231,7.0,7.0,2021.683804738655
Heartland Farms,Monday,H-50,63611,44.0959998,-89.55554933,2018,51.22294321951805,94.90509515921956,18.869153203752443,3.0833333333333335,3.0833333333333335,7.363636363636363,7.363636363636363,1912.9978975164152
Heartland Farms,Monday,H-51,63612,44.08947458,-89.55591543,2018,49.6304844457165,94.90901078549204,18.037754339414168,5.153846153846154,5.153846153846154,7.454545454545454,7.454545454545454,2022.3095266161909
Heartland Farms,Monday,J-34,63616,44.19894784,-89.39123366,2018,50.80878670691466,94.88041502484576,17.818402129344406,1.65,1.65,6.222222222222222,6.222222222222222,1829.6659106174252
Heartland Farms,Monday,K-10,63621,44.23938524,-89.37243444,2018,49.70650987970545,94.78894874414227,16.559729806794053,2.5,2.5,3.9545454545454546,4.2,1784.43119648196
Heartland Farms,Monday,K-15,63625,44.21036889,-89.40056589,2018,50.85238534134259,94.82921116597088,16.378916907207834,2.2083333333333335,2.1363636363636362,3.090909090909091,3.090909090909091,2027.5836601610365
Heartland Farms,Monday,H-62,63628,44.13884538,-89.60042285,2018,47.982212007136965,89.10180781804607,16.79168409242151,2.5714285714285716,2.5714285714285716,3.9166666666666665,3.9166666666666665,2135.9542465822283
Heartland Farms,Monday,H-67,63633,44.07932244,-89.54779269,2018,49.69320501545759,94.92787418810576,17.882362322096064,2.142857142857143,2.142857142857143,5.818181818181818,5.818181818181818,2022.434401512051
Heartland Farms,Monday,K-13,63639,44.24146644,-89.40062696,2018,49.57701695709498,94.7148886549169,16.327042168162862,1.5,1.5,3.909090909090909,3.909090909090909,1801.071550614378
Heartland Farms,Monday,J-16,63644,44.23243251,-89.39015049,2018,50.816260960831784,94.74044078843384,16.44910306364804,1.6363636363636365,1.6363636363636365,3.6,3.6,1806.4883085507984
Heartland Farms,Monday,J-18,63646,44.23169592,-89.41957387,2018,49.755910330455144,94.73707855954116,16.60735815089115,2.473076923076923,2.473076923076923,3.5454545454545454,3.5454545454545454,2009.347675141874
Heartland Farms,Monday,J-2,63649,44.23582805,-89.40048069,2018,49.68297607904462,94.7254419124886,16.12873819507046,2.769230769230769,2.769230769230769,6.166666666666667,6.166666666666667,2006.0532332594169
Heartland Farms,Monday,J-20,63650,44.22495729,-89.40050438,2018,49.895592838485015,94.7661893895848,16.517843665662955,1.0909090909090908,1.0909090909090908,3.4,3.4,1811.8586505328144
Heartland Farms,Monday,J-4,63656,44.2453362,-89.37717143,2018,49.56944754210636,94.75654308998624,16.39419223013555,5.076923076923077,5.076923076923077,5.230769230769231,5.230769230769231,2004.2059742730748
Heartland Farms,Monday,W-10,63658,44.26148953,-89.20136946,2018,50.74591392546515,86.76517739409914,17.879551183145185,0.9375,0.9375,2.3625000000000003,2.3625000000000003,1958.0878072089013
Heartland Farms,Monday,C-37,63667,44.01819137,-89.63555341,2018,50.05456331789471,94.45092419657784,18.255058775730614,3.5,3.5,5.777777777777778,5.777777777777778,1934.327131267544
Heartland Farms,Monday,W-5,63668,44.28504912,-89.22060676,2018,50.893364849524275,86.60556437737944,17.987439735475366,2.3076923076923075,2.3076923076923075,2.5833333333333335,2.5833333333333335,2079.2964508124905
Heartland Farms,Tuesday,H-23,63689,44.15389242,-89.52491014,2018,55.045283731097584,92.19318908427697,19.950271602506568,2.1818181818181817,2.1818181818181817,5.7272727272727275,5.7272727272727275,1895.2360770827668
Heartland Farms,Monday,H-24,63690,44.15888603,-89.52448604,2018,55.03125333880447,92.17161672728238,19.433344831498758,3.4615384615384617,3.4615384615384617,4.25,4.25,2108.144510334605
Heartland Farms,Monday,H-03,63694,44.1211558,-89.60295471,2018,48.06639730896492,89.0253889677867,16.784744193155813,5.857142857142857,5.857142857142857,4.923076923076923,4.923076923076923,2138.3347785288024
Heartland Farms,Monday,H-34,63697,44.15983668,-89.55713076,2018,53.79021132096905,95.54227933914862,18.995539422105857,3.6435714285714282,3.6435714285714282,8.5,8.5,1997.4026536957915
Heartland Farms,Monday,H-35,63698,44.1598098,-89.54727223,2018,53.83303229869003,95.51996784890952,18.995206987553807,3.142857142857143,3.142857142857143,8.166666666666666,8.166666666666666,1997.8491045037672
Heartland Farms,Monday,H-36,63700,44.13560337,-89.44325024,2018,54.55741259010003,92.2100000000001,19.83843946571932,2.1818181818181817,2.1818181818181817,7.090909090909091,7.090909090909091,1892.7941697023848
Heartland Farms,Monday,H-37,63701,44.13757744,-89.45101098,2018,53.690000000000026,92.2100000000001,19.01332804476321,3.8214285714285716,3.8214285714285716,5.833333333333333,5.833333333333333,2104.6348070801296
Heartland Farms,Monday,H-9,63705,44.11629486,-89.65415606,2018,48.384297636259795,88.94012439403245,16.26845688308898,3.6666666666666665,3.6666666666666665,6.416666666666667,6.416666666666667,1911.9101206347725
Heartland Farms,Monday,J-28,63712,44.20129921,-89.37766092,2018,50.78995762983736,94.92889120336692,17.55874297960484,1.1666666666666667,1.1666666666666667,3.2045454545454546,3.2045454545454546,2030.0771467047325
Heartland Farms,Monday,K-18,63717,44.21782682,-89.51253665,2018,50.81000000000009,94.46146928820886,17.122430070378996,2.3461538461538463,2.3461538461538463,4.25,4.25,2034.2601433785865
Heartland Farms,Monday,H-57,63726,44.07240798,-89.54783308,2018,49.16261310914939,94.94285949678662,17.15767687578789,7.5,7.5,8.333333333333334,8.333333333333334,2139.9465177639713
Heartland Farms,Monday,J-7,63733,44.24755267,-89.40150907,2018,49.46642041931288,94.70097812332152,16.573294051590178,2.0,2.0,3.272727272727273,3.272727272727273,1797.798680454532
Heartland Farms,Friday,J-9,63735,44.2469317,-89.44118171,2018,49.63536425949623,94.6007421048385,16.22347943157373,2.5833333333333335,2.5833333333333335,4.166666666666667,4.166666666666667,1894.4100723465824
Heartland Farms,Monday,K-5,63736,44.16670542,-89.39031706,2018,53.50532968296828,89.82535119681185,17.924330144647023,1.8333333333333333,1.8333333333333333,5.6,5.6,1881.4266687411928
Heartland Farms,Monday,K-6,63737,44.18855939,-89.36038116,2018,54.36460164542445,89.29007124376501,18.179725311491957,1.7272727272727273,1.7272727272727273,5.4,5.4,1873.0667163302624
Heartland Farms,Monday,W-3,63743,44.26853343,-89.19686718,2018,50.80351572817749,86.77039000895238,18.03886771350154,1.5,1.5,3.875,3.875,2089.6943535740847
Heartland Farms,Monday,J-42,63745,44.18405832,-89.40333497,2018,53.47800073160453,89.70023627769933,17.974851690398754,3.1666666666666665,3.1666666666666665,5.7272727272727275,5.7272727272727275,1886.2103289062316
Heartland Farms,Monday,J-43,63746,44.17911399,-89.40047929,2018,53.49486779007964,89.73737639519956,17.960528452034726,2.3636363636363638,2.3636363636363638,5.0,5.0,1884.8819056146608
Heartland Farms,Monday,H-71,63747,44.12829742,-89.72250094,2018,49.5049271114971,92.22831279063683,16.894348442499183,3.3000000000000003,3.3000000000000003,6.666666666666667,6.666666666666667,2026.4396783853776
Heartland Farms,Monday,H-72,63748,44.12283552,-89.72505906,2018,49.49622864415229,92.26496614424404,16.896941614268663,2.8076923076923075,2.8076923076923075,4.636363636363637,4.636363636363637,1912.63750488596
Heartland Farms,Monday,H-47,63754,44.09560795,-89.58560574,2018,51.040390568367954,94.75619399050994,19.467328404642327,3.3636363636363638,3.3636363636363638,6.545454545454546,6.545454545454546,1920.463380182521
Helbach Farms,Helbach Farms,H-40,63777,44.35874789,-89.31729964,2018,51.52464506359658,87.85125911670569,18.034131789020133,1.5384615384615385,1.5384615384615385,2.923076923076923,2.923076923076923,1918.6709225374125
Helbach Farms,Helbach Farms,H-52,63780,44.34009873,-89.32750457,2018,54.90970332620295,87.87788483899853,18.121013625907782,0.9090909090909091,0.9090909090909091,2.409090909090909,2.409090909090909,1820.0321010437951
Helbach Farms,Helbach Farms,H-56,63781,44.32905394,-89.32256372,2018,54.97180558239049,87.93805610777943,18.55477470169916,1.5999999999999999,1.5999999999999999,3.841666666666667,3.841666666666667,1925.6873621314628
Helbach Farms,Helbach Farms,H-57,63782,44.3341837,-89.33200269,2018,51.87384760849563,87.90238011519355,17.657399555436548,2.125,2.125,3.5833333333333335,3.5833333333333335,1818.5772040091797
Helbach Farms,Helbach Farms,H-59,63783,44.30521004,-89.31277305,2018,52.42721589061358,88.20458427207848,18.307880948626682,2.081538461538462,2.081538461538462,4.166666666666667,4.166666666666667,1943.8939126316252
Helbach Farms,Helbach Farms,J-85,63785,44.35432688,-89.24835653,2018,51.95475385288425,88.7809977011743,18.55184189560115,2.3846153846153846,2.3846153846153846,4.083333333333333,4.083333333333333,1970.4320490737537
Helbach Farms,Helbach Farms,K-23,63786,44.43687634,-89.29052842,2018,50.75715691581128,88.07000000000006,18.09597862449363,2.3846153846153846,2.3846153846153846,5.333333333333333,5.333333333333333,1935.4418922955376
Helbach Farms,Helbach Farms,K-25,63787,44.42247089,-89.28107686,2018,55.081876807516984,88.07000000000008,18.770119525949404,4.0,4.0,6.090909090909091,6.090909090909091,1940.4322435618792
Helbach Farms,Helbach Farms,K-33,63789,44.4238869,-89.26636414,2018,51.041935306461255,88.12323519071992,18.33406976365961,2.5833333333333335,2.5833333333333335,5.166666666666667,5.166666666666667,1948.610003664597
Helbach Farms,Helbach Farms,P-61&62,63790,44.36468371,-89.17619126,2018,52.32498943701306,89.58028929685199,19.068493085895884,2.730769230769231,2.730769230769231,5.363636363636363,5.363636363636363,2021.28351115642
Specialty Potatoes,Specialty,Park Field,63808,44.63293736,-89.30278304,2018,64.41628139141403,90.2981572033174,24.600773047004825,0.0,0.0,0.0,0.0,376.57170317334527
Specialty Potatoes,Specialty,Zdroik E,63810,44.63176414,-89.28752734,2018,55.371764968431506,90.1908016656122,18.30922066905012,2.6538461538461537,2.6538461538461537,2.769230769230769,2.769230769230769,1906.2327593123496
Taterland,Taterland,Miltons,63815,44.1830948,-89.58002073,2018,51.47334208979875,88.12079168195709,17.959524972193357,1.25,1.25,4.166666666666667,4.166666666666667,1158.8404758014494
Taterland,Taterland,Kelly West,63825,44.19346646,-89.59013871,2018,50.304827042036386,86.99593156310769,16.87993606225349,1.3333333333333333,1.3333333333333333,3.9583333333333335,4.6,1905.4576960873055
Helbach Farms,Helbach Farms,A-17,63860,44.47933545,-89.35294256,2018,50.15544847883782,87.82756735819316,17.911699540166033,2.8333333333333335,2.8333333333333335,5.083333333333333,5.083333333333333,1919.0041307479976
Hetzel/Wohlfiel,Hetzel/Wohlfiel,Judy's,63863,44.30393073,-89.49632152,2018,49.88313366135377,86.9797777490126,16.85684521458193,8.180833333333334,8.180833333333334,10.427272727272728,10.427272727272728,1942.446569126083
James Burns & Sons,James Burns & Sons,2 N Blaine,63877,44.32721053,-89.31003374,2018,47.280576076847275,92.55529544038744,16.103440805459282,1.051875,1.051875,0.77,0.77,2082.341476282182
James Burns & Sons,James Burns & Sons,41 Youngs,63880,44.20968641,-89.43735052,2018,50.16033354706628,89.23742348483425,17.565691872713046,0.9015384615384616,0.9015384615384616,2.7135714285714285,2.7135714285714285,2005.557566460358
James Burns & Sons,James Burns & Sons,31 Schmidts,63884,44.23976642,-89.41260234,2018,47.175479784075264,93.10223270622424,16.875946223355133,1.985625,1.985625,2.3333333333333335,2.3333333333333335,2097.9311981691126
James Burns & Sons,James Burns & Sons,40 Boyle,63885,44.21771586,-89.41802649,2018,47.80464191640976,88.96154396976931,17.692504542538035,0.9514285714285714,0.9514285714285714,2.439285714285714,2.439285714285714,1904.7147559334655
James Burns & Sons,James Burns & Sons,47 Madden House,63886,44.20315559,-89.41077194,2018,49.98598112498579,89.35867218320821,17.35460958856461,1.01,1.01,1.434375,1.434375,2124.087037656334
James Burns & Sons,James Burns & Sons,66 East Alverson,63887,44.20497956,-89.39289726,2018,49.75174405748372,89.22800799433963,17.432349748781657,1.0473333333333334,1.0473333333333334,0.9146666666666667,0.9146666666666667,2117.3684033800855
James Burns & Sons,James Burns & Sons,3 S Blaine,63888,44.31986877,-89.3102275,2018,50.067354103323936,92.55362135849478,16.68483999422221,1.2554,1.2554,1.1871428571428573,1.1871428571428573,1991.9051812505368
James Burns & Sons,James Burns & Sons,8 Kehl,63889,44.29470742,-89.41170591,2018,46.31612828168461,92.40334916485033,16.200756382113454,1.2246666666666668,1.2246666666666668,1.6526666666666665,1.6526666666666665,2058.71079607098
Sterling Farms,Joe Seis,Marty S1/2,63976,43.96927213,-89.86732746,2018,53.91439800728288,89.40988299395704,19.311295156336044,1.8549999999999998,2.0009090909090905,2.5,2.5,2052.061171404226
Nate Bula,Nate Bula,Hintz/T1,63994,43.86383478,-89.81004117,2018,51.88902586055907,88.26638556845487,17.10958283147382,2.0714285714285716,2.0714285714285716,2.6153846153846154,2.6153846153846154,2195.9563700923354
Oak Grove Farms,Oak Grove Farms,Nemecheck NE,63996,44.28541094,-89.42488272,2018,50.6744150382681,94.47885357579314,16.184223273038626,3.2176923076923076,3.2176923076923076,5.234615384615385,5.234615384615385,1973.4235641924663
Weekly Farms,Weekly Farms,Big Hansen,64509,44.20833241,-89.58996569,2018,48.3846453051031,89.30006220666563,17.215003543152218,4.6085714285714285,4.6085714285714285,8.284615384615385,8.284615384615385,1981.866641446454
Weekly Farms,Weekly Farms,Baconville,64514,44.14522667,-89.46607498,2018,47.695240921518646,88.99504241583044,16.394570499616297,2.0,2.0,2.4545454545454546,2.4545454545454546,1897.0729234748217
Weekly Farms,Weekly Farms,Humphrey/Corneli,64575,44.15216272,-89.55246417,2018,47.95272059070606,89.00205921566291,16.83940327296785,2.6153846153846154,2.6153846153846154,2.6666666666666665,2.6666666666666665,1902.0837859294784
Heartland Farms,Monday,W-7,112743,44.24691317,-89.19660764,2018,50.586010293988906,86.835325067685,18.395102924864013,1.1363636363636365,1.1363636363636365,3.625,3.625,1868.950192670724
Heartland Farms,Monday,W-22,112747,44.22538489,-89.1576619,2018,50.48423590150459,95.23618748007463,18.856269850673506,2.2083333333333335,2.2083333333333335,4.090909090909091,4.090909090909091,2085.728755139324
Heartland Farms,Monday,W-31,112748,44.24550789,-89.20555507,2018,50.58322722911063,86.77344881229268,18.36458665580468,1.0454545454545454,1.0454545454545454,2.9,2.9,1865.5640768315548
Heartland Farms,Monday,W-32,112749,44.24331915,-89.20192332,2018,50.55551379478864,86.80547963364933,18.371370082312712,0.9090909090909091,0.9090909090909091,2.3,2.3,1866.598921349209
Signature Farms,Signature Farms,E-14,167012,43.74912474,-89.72245275,2018,53.85634948912994,93.49305208488568,20.488416685457462,2.2083333333333335,2.2083333333333335,2.727272727272727,2.727272727272727,1841.5825622145624
Signature Farms,Signature Farms,Jacobs,167013,43.97955826,-89.61441636,2018,49.43018224421205,94.74631132166942,16.26985049637431,0.0,0.0,0.0,0.0,2034.91666576582
Signature Farms,Signature Farms,N-6 Kendall Wiper,167016,43.72444813,-89.70107903,2018,50.92399705233801,92.8172832600526,17.306582071309588,0.55,0.5357142857142857,1.2,1.2,2263.9736378194325
Signature Farms,Signature Farms,Big Meyer,167018,44.00739634,-89.64828507,2018,49.27187508464587,90.45745693795752,18.686488442846066,2.519230769230769,2.519230769230769,2.25,2.25,2024.0374982535463
Signature Farms,Signature Farms,N-8 Kendall,167020,43.77113517,-89.75199309,2018,49.39163464696545,93.29000000000002,15.44922864110898,0.7115384615384616,0.7115384615384616,1.75,1.75,2239.9966046580403
Flyte Family Farm,Flyte Family Farm,Beutler S,201443,44.02635989,-89.4205615,2018,57.69929772071967,90.11691180629238,18.205544742642203,0.62,0.62,3.4,3.4,1290.6459060742145
Flyte Family Farm,Flyte Family Farm,Fenske 2A,201445,43.99548759,-89.4549152,2018,56.62674844992628,87.76990781776334,19.6714820810696,0.4090909090909091,0.4090909090909091,1.2727272727272727,1.2727272727272727,2170.274412327028
Gene Bula,Gene Bula,2-15,201447,44.21005692,-89.6431039,2018,52.48020151205193,89.372235495936,17.778525560429117,4.2727272727272725,4.5,7.666666666666667,7.909090909090909,1848.6390045016508
Helbach Farms,Helbach Farms,H-44,201463,44.36223051,-89.32879184,2018,51.47951038833167,87.80725441688142,18.005961751766,2.3846153846153846,2.3846153846153846,2.769230769230769,2.769230769230769,1917.7424825567991
Helbach Farms,Helbach Farms,K-29,201472,44.43988143,-89.27325264,2018,50.80347754231454,88.07000000000006,18.179109620409598,2.1666666666666665,2.1666666666666665,4.666666666666667,4.666666666666667,1945.0383885098147
Sterling Farms,Joe Seis,Bader,201493,43.88878888,-89.71390181,2018,54.7339739730337,90.09794235531182,19.253395886479925,1.9166666666666667,2.0,3.6,3.6,1124.9421995048658
Coloma Farms,Coloma Farms,14 Schmitt East S1/2,201504,43.9840336,-89.60308457,2018,54.06892512593928,90.58977622165987,20.131306914531677,0.9,0.9,1.2,1.2,2144.1225781393223
Coloma Farms,Coloma Farms,16 Spry East E 1/2,202291,44.03639518,-89.58586891,2018,54.491754340524935,90.55746939735404,19.75304581049005,1.0,1.0,2.2857142857142856,2.2857142857142856,1765.8017239844846
Gary Bula,Gary Bula Farms,East Kareazes,202316,43.87252497,-89.70272235,2018,51.75706820232403,88.21931701134372,16.206685535294877,2.375,2.269230769230769,3.3846153846153846,3.3846153846153846,2232.8116839907793
Coloma Farms,Coloma Farms,Lost 40,247593,44.03105738,-89.58468012,2018,48.16257642001795,90.57345511510836,17.10280593170716,1.9,1.9,3.75,3.75,1620.4833320371902
Coloma Farms,Coloma Farms,Schmitt West,247606,43.98569202,-89.61241219,2018,49.307090456722904,90.58696535489236,17.97521008617189,2.6538461538461537,2.5833333333333335,4.7727272727272725,4.7727272727272725,2014.930755268968
Signature Farms,Signature Farms,Heitman East S 1/2,247618,43.76547743,-89.78880019,2018,49.59980654275428,93.29000000000002,16.796608950936495,1.0,1.0,1.4000000000000001,1.4000000000000001,2073.7449868726053
Signature Farms,Signature Farms,Heitman West,247619,43.76972228,-89.80327047,2018,49.69179931075615,93.29000000000003,16.82179538558198,1.0769230769230769,1.0769230769230769,1.6153846153846154,1.6153846153846154,2075.1203975020067
Coloma Farms,Coloma Farms,Lewallen West  N 1/2,247633,44.01999512,-89.60801917,2018,54.340429737292354,90.55951632877117,19.049118542686866,3.6923076923076925,3.6923076923076925,5.545454545454546,5.545454545454546,2151.0316595689396
Coloma Farms,Coloma Farms,Steve West - East 1/2,247641,44.00592393,-89.58974721,2018,48.64276951431412,90.5494453374476,18.373340199604176,4.730769230769231,4.730769230769231,4.096153846153846,4.395833333333333,2147.8672887282696
Gary Bula,Gary Bula Farms,Paines E,247757,43.87960932,-89.70959864,2018,51.69376594717332,88.25141197331266,16.073431510729232,2.2199999999999998,2.2199999999999998,3.857142857142857,3.857142857142857,2181.1805568170344
Gary Bula,Gary Bula Farms,Brewster SE W1/2,247765,43.87984379,-89.74442177,2018,51.78850627220692,88.2933142260978,16.533031017144904,1.8214285714285714,1.8214285714285714,3.4285714285714284,3.4285714285714284,2185.5004044308102
Signature Farms,Signature Farms,Brogan,251212,43.99795352,-89.79497553,2018,49.69254189220045,93.64856571660312,19.683103973541062,1.75,1.75,1.9384615384615385,1.9384615384615385,2066.1424532304854
Signature Farms,Signature Farms,Big Dehmlow,257345,43.83957492,-89.91252127,2018,53.739430608775024,89.01934830838557,19.747517809529548,0.8653846153846154,0.8653846153846154,1.3571428571428572,1.3571428571428572,2180.9686759956176
Taterland,Taterland,Scotty's,259760,44.22659706,-89.59068658,2018,47.81471640784272,87.77471640784279,16.769088228514498,3.0,3.0,2.4615384615384617,2.4615384615384617,2121.520653148573
Taterland,Taterland,Turner South,259762,44.21208931,-89.58066079,2018,51.439872349633326,87.93615459262207,16.324227202190922,9.222222222222221,9.375,17.857142857142858,17.857142857142858,1512.725682354867
Taterland,Taterland,Warden,259765,44.19750979,-89.527651,2018,47.986367398980576,87.8138237108113,16.201214232795813,1.6666666666666667,1.6666666666666667,4.666666666666667,4.666666666666667,2139.5895222191793
Taterland,Taterland,Johnson East,259766,44.17584671,-89.55894595,2018,51.59569658761713,80.19266896057431,14.48988059543024,3.5,3.5,7.0,7.0,829.9296496801801
Taterland,Taterland,Tibbets West,259767,44.1816627,-89.54517339,2018,48.23317752209222,88.03396563209208,16.279609135031688,1.6,1.6,3.0,3.0,2207.2513805055023
Taterland,Taterland,Wing,259768,44.18323004,-89.5332757,2018,51.56645079033514,87.0910644535311,16.54034049842229,2.4,2.4,14.0,14.0,973.9686675400676
Taterland,Taterland,Sorensen,259770,44.18086479,-89.52500355,2018,50.54333730447776,87.83671047941937,18.225529806843628,1.0,1.0,1.5714285714285714,1.5714285714285714,1911.1498253740483
Taterland,Taterland,Melk,259771,44.17475083,-89.50974073,2018,48.06401584006278,87.78308091266183,16.94853700951742,2.230769230769231,2.230769230769231,2.923076923076923,2.923076923076923,2207.3813600943627
Taterland,Taterland,Plahna,261540,44.22297878,-89.60021211,2018,53.05809118912215,87.80131200139348,17.849257531517047,0.4,0.4,0.2,0.2,1644.1399028161254
Gumz Muck Farms,CX,4S-P,281379,43.74164305,-89.50653816,2018,53.85940752128423,86.83157557074509,17.732718231815355,0.911111111111111,0.911111111111111,2.592222222222222,2.592222222222222,2098.108409734491
Heartland Farms,Tuesday,P-18,354743,44.13813665,-89.46256295,2018,53.690000000000026,92.2100000000001,19.005117541677638,2.857142857142857,2.857142857142857,5.3076923076923075,5.3076923076923075,2102.868522781861
Heartland Farms,Monday,W-14,354754,44.29625053,-89.21641741,2018,50.807146367440545,86.5752723151522,17.962671267745023,2.923076923076923,2.923076923076923,3.4166666666666665,3.4166666666666665,2077.4445780344076
Heartland Farms,Tuesday,P-28,354773,44.14520222,-89.59554113,2018,47.94407643829064,89.14631035326556,16.78869028878827,1.8692307692307693,1.8692307692307693,5.583333333333333,5.583333333333333,2134.6582134484747
Heartland Farms,Monday,P-29,354774,44.14478565,-89.58782244,2018,47.93277731757435,92.294495660295,17.434744761421054,5.4,5.4,9.583333333333334,9.583333333333334,2133.8437885233025
Heartland Farms,Monday,H-84,354779,44.04983045,-89.83559033,2018,50.71210972554394,92.72741280944776,17.505983911500287,2.2083333333333335,2.2083333333333335,3.4,3.4,1938.918467795327
Flyte Family Farm,Flyte Family Farm,Fenske Theta,371811,43.98648265,-89.44743385,2018,52.14827487267904,87.53963989177925,18.507068844478248,0.5,0.5,0.75,0.75,2173.102105468469
Wisconsin Central Farms,WCF,10 Goodness,380667,44.28845951,-89.93861256,2018,51.49217340217159,87.36252877295647,16.1778495894953,3.75,3.75,6.777777777777778,6.777777777777778,1517.271406114019
Wisconsin Central Farms,WCF,6 S Church,380668,44.19491137,-90.01114262,2018,51.55802493178526,86.95769559890526,15.971507142551442,3.45,3.45,9.15,9.15,1649.370334887076
Wisconsin Central Farms,WCF,27 Palmer S1/2,380669,44.17530375,-89.96082054,2018,50.83405749920999,88.741076450749,16.680143210010247,2.0,2.0,3.2857142857142856,3.2857142857142856,2170.4253490855485
Wisconsin Central Farms,WCF,24 S Bula,380670,44.13694232,-90.04061275,2018,51.40256200090079,88.74296828118473,16.60747525827103,3.8636363636363638,3.8636363636363638,11.454545454545455,11.454545454545455,1817.8578572035187
Wisconsin Central Farms,WCF,21 E Bula,380671,44.13699579,-90.03045505,2018,50.877635206794054,88.78661843704634,16.007956217492975,3.769230769230769,3.769230769230769,7.181818181818182,7.181818181818182,2064.719382941263
Wisconsin Central Farms,WCF,19 Esselman,380672,44.24608014,-89.91898308,2018,51.02609759098945,87.16211597589162,15.316309756247533,4.1,4.1,5.363636363636363,5.363636363636363,1923.0375615118664
Wisconsin Central Farms,WCF,14 Windy Pines,380674,44.18407592,-89.96106198,2018,50.82097106158609,86.8920388293313,16.17310494728484,3.0,3.0,2.5833333333333335,2.5833333333333335,2165.723242672279
Wisconsin Central Farms,WCF,13 Nepco,380675,44.20940619,-90.02138235,2018,50.81867195957012,88.87300002152125,16.601660101714796,4.230769230769231,4.230769230769231,4.269230769230769,4.583333333333333,2156.084761087117
Wisconsin Central Farms,WCF,11 12th St,380676,44.10790486,-90.0507533,2018,50.62814500836788,88.82241035341241,17.031993437850012,2.6923076923076925,2.6923076923076925,2.769230769230769,2.769230769230769,2194.38960770708
Wisconsin Central Farms,WCF,3 North Church,380677,44.20237373,-90.0139866,2018,51.62249960799818,86.94109651063614,15.537905658579033,4.083333333333333,4.083333333333333,16.7,16.7,1139.873650784162
Flyte Family Farm,Flyte Family Farm,Fenske 1,391862,43.99249724,-89.4617371,2018,56.64895107775901,87.75197067108934,19.670903685086135,0.6363636363636364,0.6363636363636364,1.5909090909090908,1.7,2170.745537160137
